Date,25 September 2012,
35540,Pezoporus wallicus,"Pezoporus wallicus",Pezoporus wallicus,1
35541,PSITTACIFORMES spp.,"PSITTACIFORMES spp. (Except the species included in Appendix I and Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus and Psittacula krameri, which are not included in the Appendices)",Platycercus,2
35542,PSITTACIFORMES spp.,"PSITTACIFORMES spp. (Except the species included in Appendix I and Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus and Psittacula krameri, which are not included in the Appendices)",Platycercus icterotis,2
35543,PSITTACIFORMES spp.,"PSITTACIFORMES spp. (Except the species included in Appendix I and Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus and Psittacula krameri, which are not included in the Appendices)",Platycercus icterotis xanthogenis,2
35544,PSITTACIFORMES spp.,"PSITTACIFORMES spp. (Except the species included in Appendix I and Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus and Psittacula krameri, which are not included in the Appendices)",Polytelis,2
35545,PSITTACIFORMES spp.,"PSITTACIFORMES spp. (Except the species included in Appendix I and Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus and Psittacula krameri, which are not included in the Appendices)",Polytelis anthopeplus,2
35546,PSITTACIFORMES spp.,"PSITTACIFORMES spp. (Except the species included in Appendix I and Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus and Psittacula krameri, which are not included in the Appendices)",Polytelis anthopeplus westralis,2
35547,PSITTACIFORMES spp.,"PSITTACIFORMES spp. (Except the species included in Appendix I and Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus and Psittacula krameri, which are not included in the Appendices)",Strigops,2
35549,PSITTACIFORMES spp.,"PSITTACIFORMES spp. (Except the species included in Appendix I and Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus and Psittacula krameri, which are not included in the Appendices)",Cacatuidae,2
101767,ACIPENSERIFORMES spp.,"ACIPENSERIFORMES spp. (Except the species included in Appendix I)",Acipenser baerii baerii,2
101766,ACIPENSERIFORMES spp.,"ACIPENSERIFORMES spp. (Except the species included in Appendix I)",Acipenser baerii baicalensis,2
101765,ACIPENSERIFORMES spp.,"ACIPENSERIFORMES spp. (Except the species included in Appendix I)",Acipenser baerii stenorrhynchus,2
126879,STRIGIFORMES spp.,"STRIGIFORMES spp. (Except the species included in Appendix I)",Glaucidium bolivianum,2
130463,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Alveopora sp. SLR-1995,2
130464,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Astreopora sp. SLR-1995,2
130465,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Cynarina sp. SLR-1995,2
101769,ACIPENSERIFORMES spp.,"ACIPENSERIFORMES spp. (Except the species included in Appendix I)",Acipenser stellatus ponticus,2
101768,ACIPENSERIFORMES spp.,"ACIPENSERIFORMES spp. (Except the species included in Appendix I)",Acipenser stellatus stellatus,2
55292,ACIPENSERIFORMES spp.,"ACIPENSERIFORMES spp. (Except the species included in Appendix I)",Huso,2
55293,ACIPENSERIFORMES spp.,"ACIPENSERIFORMES spp. (Except the species included in Appendix I)",Huso dauricus,2
55290,ACIPENSERIFORMES spp.,"ACIPENSERIFORMES spp. (Except the species included in Appendix I)",Pseudoscaphirhynchus kaufmanni,2
722790,CACTACEAE spp.,"CACTACEAE spp. 6 #4 (Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.)",Lepismium lorentzianum,2
127871,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Acropora prolifera,2
331200,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Gunnarella,2
223215,ANTIPATHARIA spp.,"ANTIPATHARIA spp.",Stauropathes,2
262294,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Porites furcata,2
310137,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Chondroscaphe fimbriata,2
881198,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Epigeneium suberectum,2
350175,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Maxillaria camaridii,2
125459,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Myoxanthus punctatus,2
881197,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Adipe,2
376082,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Disa similis,2
120432,PRIMATES spp.,"PRIMATES spp. (Except the species included in Appendix I)",unclassified Ateles,2
1056280,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Habenaria sp. 3 JANB-2011,2
862873,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Plocoglottis,2
862872,Phragmipedium spp.,"Phragmipedium spp.",Phragmipedium reticulatum,1
862871,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Paphinia herrerae,2
862870,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Palmorchis cf. silvicola Salazar 6216,2
862877,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Prasophyllum macrostachyum,2
862876,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Ponera cf. striata Cassio 175,2
862875,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Plocoglottis aff. quadrifolia Chase 12783,2
331208,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Lesliea,2
337197,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Gastrorchis humblotii,2
862879,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Thecostele secunda,2
862878,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Spathoglottis petri,2
631451,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Vanilla siamensis,2
631450,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Vanilla pilifera,2
142308,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Epidendrum radioferens,2
130468,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Platygyra sp. SLR-1995,2
59340,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Anacamptis morio,2
293697,Bradypodion spp.,"Bradypodion spp.",Bradypodion sp. KTH099,2
130469,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Notocyathus sp. SLR-1995,2
117780,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Acropora verweyi,2
117786,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Acropora sp. Aka-1,2
117784,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Acropora secale,2
117785,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Acropora vaughani,2
350173,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Maxillaria caespitifica,2
756882,Lepilemuridae spp.,"&#9;Lepilemuridae spp.",Lepilemur hubbardorum,1
230620,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Oncidium splendidum,2
1250531,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Bulbophyllum reticulatum,2
389467,Varanus spp.,"Varanus spp. (Except the species included in Appendix I)",Varanus sp. bushi,2
1250533,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Sarcoglyphis potamophila,2
1250532,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Crepidium lowii,2
1250534,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Vanda helvola,2
59341,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Anacamptis palustris,2
152878,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Genoplesium fimbriatum,2
337198,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Gastrorchis humblotii var. schlecteri,2
327320,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Liparis caespitosa,2
1005040,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Orchideae incertae sedis,2
431290,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Neolindleya camtschatica,2
51847,Tropidophiidae spp.,"Tropidophiidae spp.",Ungaliophis,2
351731,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Montipora millepora,2
351730,SCLERACTINIA spp.,"SCLERACTINIA spp. (Fossils are not subject to the provisions of the Convention)",Danafungia danai,2
409001,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Platanthera dilatata,2
866967,CACTACEAE spp.,"CACTACEAE spp. 6 #4 (Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.)",Coryphantha recurvata,2
51849,Acrantophis spp.,"Acrantophis spp.",Acrantophis,1
51848,Tropidophiidae spp.,"Tropidophiidae spp.",Ungaliophis continentalis,2
409004,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Platanthera dilatata var. leucostachys,2
59342,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Anacamptis papilionacea,2
436797,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Bulbophyllum falcatum,2
436796,ORCHIDACEAE spp.,"ORCHIDACEAE spp. 7#4 (Except the species included in Appendix I)",Bulbophyllum emiliorum,2
336469,Tridacnidae spp.,"Tridacnidae spp.",Tridacna sp. YCT-2005,2
